Precision,Recall,F1-score,SDTED
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9180327868852459
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9180327868852459
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7213114754098361
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,0.9508196721311475
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,0.8,0.888888888888889,0.7704918032786885
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9180327868852459
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,0.8,0.888888888888889,0.7377049180327868
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,0.9672131147540983
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9344262295081968
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,0.8,0.888888888888889,0.7213114754098361
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9836065573770492
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7049180327868853
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,0.8,0.888888888888889,0.7377049180327868
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,0.9508196721311475
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7049180327868853
1.0,0.8,0.888888888888889,0.7213114754098361
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,0.8,0.888888888888889,0.7213114754098361
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,0.9180327868852459
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7213114754098361
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7213114754098361
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,0.9180327868852459
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9508196721311475
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,0.9672131147540983
1.0,0.8,0.888888888888889,0.7213114754098361
1.0,1.0,1.0,0.9180327868852459
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,0.9180327868852459
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9672131147540983
1.0,0.8,0.888888888888889,0.7213114754098361
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7213114754098361
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
1.0,0.8,0.888888888888889,0.7704918032786885
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9016393442622951
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,0.9508196721311475
0.8333333333333334,1.0,0.9090909090909091,0.7213114754098361
1.0,1.0,1.0,0.9344262295081968
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,0.9180327868852459
1.0,0.8,0.888888888888889,0.7704918032786885
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
0.8333333333333334,1.0,0.9090909090909091,0.7213114754098361
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7049180327868853
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,0.9016393442622951
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,0.8,0.888888888888889,0.7049180327868853
1.0,0.8,0.888888888888889,0.7049180327868853
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7213114754098361
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9508196721311475
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7213114754098361
1.0,1.0,1.0,0.9180327868852459
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7213114754098361
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,0.9180327868852459
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,0.8,0.888888888888889,0.7049180327868853
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,0.8,0.888888888888889,0.7049180327868853
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7213114754098361
1.0,1.0,1.0,0.9672131147540983
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,0.8,0.888888888888889,0.7704918032786885
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9016393442622951
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7213114754098361
1.0,1.0,1.0,0.9836065573770492
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,1.0,1.0,0.9836065573770492
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9672131147540983
1.0,0.8,0.888888888888889,0.7049180327868853
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9016393442622951
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,0.8,0.888888888888889,0.7049180327868853
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9836065573770492
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,0.9180327868852459
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9836065573770492
1.0,0.8,0.888888888888889,0.7049180327868853
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9180327868852459
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9508196721311475
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,0.9180327868852459
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9180327868852459
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,0.9836065573770492
1.0,0.8,0.888888888888889,0.7377049180327868
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,1.0,1.0,0.9180327868852459
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7377049180327868
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,0.8,0.888888888888889,0.7049180327868853
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,0.9016393442622951
1.0,1.0,1.0,0.9836065573770492
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9180327868852459
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9672131147540983
1.0,0.8,0.888888888888889,0.7704918032786885
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9672131147540983
1.0,1.0,1.0,0.9344262295081968
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7704918032786885
1.0,1.0,1.0,0.9672131147540983
1.0,0.8,0.888888888888889,0.7377049180327868
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7704918032786885
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.8,0.888888888888889,0.7213114754098361
1.0,1.0,1.0,0.9672131147540983
0.8333333333333334,1.0,0.9090909090909091,0.819672131147541
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7868852459016393
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9508196721311475
1.0,0.8,0.888888888888889,0.7049180327868853
1.0,1.0,1.0,0.9508196721311475
1.0,1.0,1.0,0.9344262295081968
1.0,0.8,0.888888888888889,0.7213114754098361
1.0,1.0,1.0,0.9836065573770492
0.8333333333333334,1.0,0.9090909090909091,0.7213114754098361
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,0.9836065573770492
1.0,1.0,1.0,1.0
0.8333333333333334,1.0,0.9090909090909091,0.7704918032786885
1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9344262295081968
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
